Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Box Package Type (product.metafields.custom.box_package_type),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Gemstone type (product.metafields.shopify.gemstone-type),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Necklace design (product.metafields.shopify.necklace-design),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Stone shape (product.metafields.shopify.stone-shape),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Arab Emirates,Price / United Arab Emirates,Compare At Price / United Arab Emirates,Included / Bahrain,Price / Bahrain,Compare At Price / Bahrain,Included / Kuwait,Price / Kuwait,Compare At Price / Kuwait,Included / Oman,Price / Oman,Compare At Price / Oman,Included / Qatar,Price / Qatar,Compare At Price / Qatar,Included / Rest Of the World,Price / Rest Of the World,Compare At Price / Rest Of the World,Included / Saudi,Price / Saudi,Compare At Price / Saudi,Status
omnia-reyna-red-luxury-bridal-long-chain-full-set-in-high-quality-zircon-stone-rhodium-plated,Omnia Reyna Red Luxury Bridal Long Chain Full Set in High Quality Zircon Stone Rhodium Plated,"<p class=""p1""><b>Omnia Reyna Red Luxury Bridal Long Chain Full Set with High Quality Zircon Stones – Rhodium Plated</b><b></b></p>
<p class=""p1"">Make a powerful bridal statement with the Omnia Reyna Red Luxury Bridal Long Chain Full Set, a magnificent jewelry ensemble crafted for brides who embrace passion, elegance, and royal sophistication. Designed with a graceful long-chain silhouette and enriched with deep red tones, this exquisite set adds dramatic beauty and timeless luxury to your most cherished celebrations.</p>
<p class=""p1"">Adorned with high quality red zircon stones, each stone is expertly precision-cut to enhance brilliance, clarity, and an intense diamond-like sparkle. The rich red zircon stones reflect light beautifully, creating a radiant glow that symbolizes love, strength, and prosperity—perfect for bridal and ceremonial wear across the GCC.</p>
<p class=""p1"">Finished with premium rhodium plating, the Reyna bridal full set offers a flawless, mirror-like shine while providing excellent resistance to tarnishing and fading. This durable, high-quality finish ensures long-lasting beauty and comfortable wear, making it ideal for extended weddings, receptions, and festive occasions in the GCC climate.</p>
<p class=""p1"">Perfect for weddings, engagements, nikah ceremonies, receptions, and grand celebrations, the Omnia Reyna Red Luxury Bridal Long Chain Full Set pairs effortlessly with bridal gowns, traditional attire, and couture ensembles. It also makes a luxurious and meaningful gift for brides and special milestones.</p>
<p class=""p2""><br></p>
<p class=""p3""><b>Key Features</b></p>
<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Luxury red bridal long chain full set with a regal, elegant silhouette</li>
<li class=""li1"">
<span class=""s1""></span>Embellished with high quality red zircon stones</li>
<li class=""li1"">
<span class=""s1""></span>Exceptional brilliance with diamond-like sparkle</li>
<li class=""li1"">
<span class=""s1""></span>Rhodium plated for enhanced shine and tarnish resistance</li>
<li class=""li1"">
<span class=""s1""></span>Long-chain design for a graceful, elongated bridal look</li>
<li class=""li1"">
<span class=""s1""></span>Ideal for weddings, engagements, receptions, and festive occasions</li>
</ul>
<p class=""p2""> </p>",OMNIASTORES LLC,Apparel & Accessories > Jewelry > Jewelry Sets,Full Sets,"Full Sets, Long Chain Set, New",true,Color,Red,,Ring size,Adjustable Ring,,Bracelet SIze,16cm,,999015254C2B16,0.0,shopify,5,deny,manual,730.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/2026-01-1416.40.05.jpg?v=1779724179,1,Omnia Reyna Red Luxury Bridal Long Chain Full Set in High Quality Zircon Stone Rhodium Plated - OMNIASTORES UAE,false,,,,adults,,red,,,platinum-plated,imitation-jewelry,,,adjustable-ring,,female,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
omnia-reyna-red-luxury-bridal-long-chain-full-set-in-high-quality-zircon-stone-rhodium-plated,,,,,,,,,Red,,,Adjustable Ring,,,18cm,,999015254C2B18,0.0,shopify,0,deny,manual,730.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/2026-01-1416.40.11.jpg?v=1779724179,2,Omnia Reyna Red Luxury Bridal Long Chain Full Set in High Quality Zircon Stone Rhodium Plated - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
omnia-reyna-blue-luxury-bridal-long-chain-full-set-in-high-quality-zircon-stone-rhodium-plated,Omnia Reyna Blue Luxury Bridal Long Chain Full Set in High Quality Zircon Stone Rhodium Plated,"<p class=""p1""><b>Omnia Reyna Blue Luxury Bridal Long Chain Full Set with High Quality Zircon Stones – Rhodium Plated</b><b></b></p>
<p class=""p1"">Elevate your bridal elegance with the <b>Omnia Reyna Blue Luxury Bridal Long Chain Full Set</b>, a stunning jewelry ensemble designed for brides who embrace sophistication, poise, and timeless charm. Featuring a flowing long-chain silhouette in deep, captivating blue tones, this exquisite set adds a regal and contemporary touch to your most memorable celebrations.</p>
<p class=""p1"">Adorned with high quality blue zircon stones, each stone is meticulously precision-cut to maximize brilliance, clarity, and a dazzling diamond-like sparkle. The long-chain design allows the stones to catch light beautifully with every movement, creating a radiant and elongated bridal look that perfectly complements both modern and traditional wedding styles—ideal for GCC bridal occasions.</p>
<p class=""p1"">Finished with premium rhodium plating, the Reyna bridal set delivers a mirror-like shine while offering superior resistance to tarnishing and fading. This durable, high-quality finish ensures long-lasting beauty and comfortable wear during weddings, receptions, and grand festive events in the GCC climate.</p>
<p class=""p1"">Perfect for weddings, engagements, nikah ceremonies, receptions, and other special celebrations, the <b>Omnia Reyna Blue Luxury Bridal Long Chain Full Set</b> pairs effortlessly with bridal gowns, couture ensembles, and traditional attire. It also makes a luxurious and meaningful gift for brides and milestone moments.</p>
<p class=""p2""><br></p>
<p class=""p3""><b>Key Features</b></p>
<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Luxury blue bridal long chain full set with a graceful, elegant silhouette</li>
<li class=""li1"">
<span class=""s1""></span>Embellished with high quality blue zircon stones</li>
<li class=""li1"">
<span class=""s1""></span>Exceptional brilliance with diamond-like sparkle</li>
<li class=""li1"">
<span class=""s1""></span>Rhodium plated for enhanced shine and tarnish resistance</li>
<li class=""li1"">
<span class=""s1""></span>Long-chain design for a radiant and elongated bridal look</li>
<li class=""li1"">
<span class=""s1""></span>Ideal for weddings, engagements, receptions, and festive occasions</li>
</ul>",OMNIASTORES LLC,Apparel & Accessories > Jewelry > Jewelry Sets,Full Sets,"Full Sets, Long Chain Set, New",true,Color,Blue,,Ring size,Adjustable Ring,,Bracelet Size,16cm,,999015254C4B16,0.0,shopify,6,deny,manual,730.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/2026-01-1417.04.28.jpg?v=1779724179,1,Omnia Reyna Blue Luxury Bridal Long Chain Full Set in High Quality Zircon Stone Rhodium Plated - OMNIASTORES UAE,false,,,,adults,,blue,,,metal,imitation-jewelry,,,adjustable-ring,,female,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
omnia-reyna-blue-luxury-bridal-long-chain-full-set-in-high-quality-zircon-stone-rhodium-plated,,,,,,,,,Blue,,,Adjustable Ring,,,18cm,,999015254C4B18,0.0,shopify,4,deny,manual,730.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/2026-01-1417.04.31.jpg?v=1779724179,2,Omnia Reyna Blue Luxury Bridal Long Chain Full Set in High Quality Zircon Stone Rhodium Plated - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
omnia-jade-yellow-and-purple-bridal-long-chain-set-accessories-in-high-quality-zircon-stone-rhodium-plated,Omnia Jade Yellow and Purple Bridal Long Chain Set Accessories in High Quality Zircon Stone Rhodium Plated,"<p class=""p1""><b>Omnia Jade Yellow &amp; Purple Bridal Long Chain Set Accessories with High Quality Zircon Stones – Rhodium Plated</b><b></b></p>
<p class=""p1"">Radiate distinctive bridal elegance with the Omnia Jade Yellow &amp; Purple Bridal Long Chain Set Accessories, a luxurious jewelry ensemble designed for brides who love vibrant color harmony with refined sophistication. Featuring a graceful long-chain silhouette accented with luminous yellow and regal purple tones, this exquisite set adds a bold yet elegant statement to bridal and festive looks.</p>
<p class=""p1"">Embellished with high quality zircon stones in radiant yellow and rich purple hues, each stone is expertly precision-cut to enhance brilliance, clarity, and a dazzling diamond-like sparkle. The striking color contrast captures light beautifully, creating a captivating visual appeal that complements both traditional and contemporary bridal styles—perfectly suited for weddings and celebrations across the GCC.</p>
<p class=""p1"">Finished with premium rhodium plating, the Jade bridal long chain set delivers a flawless, mirror-like shine while offering excellent resistance to tarnishing and fading. This durable, high-quality finish ensures lasting beauty and comfortable wear, making it ideal for extended ceremonies, receptions, and festive occasions in the GCC climate.</p>
<p class=""p1"">Ideal for weddings, engagements, nikah ceremonies, receptions, and special celebrations, the Omnia Jade Yellow &amp; Purple Bridal Long Chain Set Accessories pair effortlessly with bridal gowns, traditional attire, and couture ensembles. It also makes a luxurious and meaningful gift for brides and cherished milestones.</p>
<p class=""p2""><br></p>
<p class=""p3""><b>Key Features</b></p>
<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Luxury bridal long chain set accessories in yellow and purple tones</li>
<li class=""li1"">
<span class=""s1""></span>Embellished with high quality multicolor zircon stones</li>
<li class=""li1"">
<span class=""s1""></span>Exceptional brilliance with diamond-like sparkle</li>
<li class=""li1"">
<span class=""s1""></span>Rhodium plated for enhanced shine and tarnish resistance</li>
<li class=""li1"">
<span class=""s1""></span>Elegant long-chain design for a graceful, elongated bridal look</li>
<li class=""li1"">
<span class=""s1""></span>Ideal for weddings, engagements, receptions, and festive occasions</li>
</ul>",OMNIASTORES LLC,Apparel & Accessories > Jewelry > Necklaces,Full Sets,"Full Sets, Long Chain Set, New",false,Color,Multicolor,,Ring size,Adjustable Ring,,Bracelet Size,16cm,,999015491C73B16,0.0,shopify,8,deny,manual,990.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/2026-01-1414.44.31.jpg?v=1779724176,1,Omnia Jade Yellow and Purple Bridal Long Chain Set Accessories in High Quality Zircon Stone Rhodium Plated - OMNIASTORES UAE,false,,,,adults,,multicolor,,,platinum-plated,imitation-jewelry,chain; pendant,,,,female,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
omnia-jade-yellow-and-purple-bridal-long-chain-set-accessories-in-high-quality-zircon-stone-rhodium-plated,,,,,,,,,Multicolor,,,Adjustable Ring,,,18cm,,999015491C73B18,0.0,shopify,4,deny,manual,890.00,0.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/2026-01-1414.44.36.jpg?v=1779724176,2,Omnia Jade Yellow and Purple Bridal Long Chain Set Accessories in High Quality Zircon Stone Rhodium Plated - OMNIASTORES UAE,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
omnia-jade-blue-and-green-bridal-long-chain-set-accessories-in-high-quality-zircon-stone-rhodium-plated,Omnia Jade Blue and Green Bridal Long Chain Set Accessories in High Quality Zircon Stone Rhodium Plated,"<ul>
<li>
<ul>
<li>
<ul>
<li>Set of High Quality Long chain Necklace, Drop Earrings, Bracelet &amp; Adjustable Ring</li>
</ul>
<ul>
<li>High Quality White &amp; Green Zircon Stone</li>
</ul>
<ul>
<li>Tarnish Free Coating</li>
</ul>
<ul>
<li>Woman Accessories</li>
</ul>
<ul>
<li>Tarnish Resistant</li>
</ul>
<ul>
<li>Elegant Style</li>
</ul>
<ul>
<li>Silver Tone</li>
</ul>
<ul>
<li>Bridal Luxury Accessories</li>
</ul>
<ul>
<li>Luxury Fashion Accessories</li>
</ul>
</li>
</ul>
</li>
</ul>
<p> </p>",OMNIASTORES LLC,Apparel & Accessories > Jewelry > Jewelry Sets,Full Sets,"Full Sets, Long Chain Set, New",true,Color,Multicolor,,Ring size,Adjustable Ring,,Bracelet Size,16cm,,999015491C43B16,0.0,shopify,14,deny,manual,990.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/photo_2024-10-29_15-24-58-22.jpg?v=1779724172,1,Omnia Jade Blue and Green Bridal Long Chain Set Accessories in High Quality Zircon Stone Rhodium Plated - OMNIASTORES UAE,false,,,,adults,,multicolor,,,plastic; metal,imitation-jewelry,,,adjustable-ring,,female,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
omnia-jade-blue-and-green-bridal-long-chain-set-accessories-in-high-quality-zircon-stone-rhodium-plated,,,,,,,,,Multicolor,,,Adjustable Ring,,,18cm,,999015491C43B18,0.0,shopify,4,deny,manual,990.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,0.00,,,,,,,,,,,,,,,,,,,,,,
omnia-jade-red-green-and-blue-bridal-long-chain-set-accessories-in-high-quality-zircon-stone-rhodium-plated,"Omnia Jade Red, Green and Blue Bridal Long Chain Set Accessories in High Quality Zircon Stone Rhodium Plated","<p class=""p1""><b>Omnia Jade Red, Green &amp; Blue Bridal Long Chain Set Accessories with High Quality Zircon Stones – Rhodium Plated</b><b></b></p>
<p class=""p1"">Make a bold and luxurious bridal statement with the Omnia Jade Red, Green &amp; Blue Bridal Long Chain Set Accessories, a vibrant jewelry ensemble crafted for brides who embrace color, elegance, and timeless beauty. Designed with a graceful long-chain silhouette, this exquisite set features a rich blend of red, green, and blue tones, adding depth, contrast, and sophistication to your bridal look.</p>
<p class=""p1"">Adorned with high quality zircon stones in striking red, green, and blue hues, each stone is expertly precision-cut to enhance brilliance, clarity, and a radiant diamond-like sparkle. The multicolor zircon stones catch and reflect light beautifully, creating a captivating visual effect that complements both traditional and contemporary bridal styles—perfectly suited for GCC celebrations and festive occasions.</p>
<p class=""p1"">Finished with premium rhodium plating, the Jade bridal long chain set offers a flawless, mirror-like shine while providing excellent resistance to tarnishing and fading. This durable, high-quality finish ensures long-lasting beauty and comfortable wear, even during extended weddings, receptions, and cultural events in the GCC climate.</p>
<p class=""p1"">Ideal for weddings, engagements, nikah ceremonies, receptions, and festive gatherings, the Omnia Jade Red, Green &amp; Blue Bridal Long Chain Set Accessories pair effortlessly with bridal gowns, traditional attire, and couture ensembles. It also makes a luxurious and versatile gift choice for brides and special milestones.</p>
<p class=""p2""><br></p>
<p class=""p3""><b>Key Features</b></p>
<ul class=""ul1"">
<li class=""li1"">
<span class=""s1""></span>Luxury bridal long chain set accessories in red, green, and blue tones</li>
<li class=""li1"">
<span class=""s1""></span>Embellished with high quality multicolor zircon stones</li>
<li class=""li1"">
<span class=""s1""></span>Exceptional brilliance with diamond-like sparkle</li>
<li class=""li1"">
<span class=""s1""></span>Rhodium plated for enhanced shine and tarnish resistance</li>
<li class=""li1"">
<span class=""s1""></span>Elegant long-chain design for a graceful, elongated bridal look</li>
<li class=""li1"">
<span class=""s1""></span>Ideal for weddings, engagements, receptions, and festive occasions</li>
</ul>
<p class=""p2""> </p>",OMNIASTORES LLC,Apparel & Accessories > Jewelry > Necklaces,Full Sets,"Full Sets, Long Chain Set, New",true,Color,Multicolor,,Ring size,Adjustable Ring,,Bracelet Size,16cm,,999015491C83B16,0.0,shopify,4,deny,manual,890.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/2026-01-1414.36.01.jpg?v=1779724171,1,"Omnia Jade Red, Green and Blue Bridal Long Chain Set Accessories in High Quality Zircon Stone Rhodium Plated - OMNIASTORES UAE",false,,,,adults,,multicolor,,,platinum-plated,imitation-jewelry,chain; pendant,,,,female,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
omnia-jade-red-green-and-blue-bridal-long-chain-set-accessories-in-high-quality-zircon-stone-rhodium-plated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/2026-01-1414.36.05.jpg?v=1779724171,2,"Omnia Jade Red, Green and Blue Bridal Long Chain Set Accessories in High Quality Zircon Stone Rhodium Plated - OMNIASTORES UAE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
omnia-alena-luxury-white-bridal-long-chain-full-set-in-high-quality-zircon-stone-rhodium-plated,Omnia Alena Luxury White Bridal Long Chain Full Set in High Quality Zircon Stone Rhodium Plated,"<p class=""p1""><b>Omnia Alena Luxury White Bridal Long Chain Full Set with High Quality Zircon Stones – Rhodium Plated</b></p>
<p class=""p2"">Embrace timeless bridal elegance with the <b>Omnia Alena Luxury White Bridal Long Chain Full Set</b>, a refined jewelry ensemble designed for brides who appreciate graceful sophistication and radiant brilliance. Featuring luminous white tones and a flowing long-chain silhouette, this exquisite set adds a touch of modern luxury to your most cherished moments.</p>
<p class=""p2"">Adorned with <b>high quality white zircon stones</b>, each stone is meticulously precision-cut to deliver exceptional brilliance, clarity, and a dazzling diamond-like sparkle. The elegant long-chain design allows the stones to catch light beautifully with every movement, creating a luminous and elongated bridal look that complements both classic and contemporary wedding styles.</p>
<p class=""p2"">Finished with premium <b>rhodium plating</b>, the Alena bridal set offers a mirror-like shine while providing superior resistance to tarnishing and fading. This durable, high-quality finish ensures long-lasting beauty and comfort, making it ideal for extended wear during weddings and grand celebrations in the GCC climate.</p>
<p class=""p2"">Perfect for weddings, engagements, receptions, and festive occasions, the <b>Omnia Alena White Bridal Long Chain Full Set</b> pairs effortlessly with bridal gowns, nikah dresses, and couture ensembles. It also makes a luxurious gift for brides and special milestones.</p>
<p class=""p3""><br></p>
<p class=""p4""><b>Key Features</b></p>
<ul class=""ul1"">
<li class=""li2"">
<span class=""s1""></span>Luxury <b>white bridal long chain full set</b> with an elegant silhouette</li>
<li class=""li2"">
<span class=""s1""></span>Embellished with <b>high quality white zircon stones</b><b></b>
</li>
<li class=""li2"">
<span class=""s1""></span>Exceptional brilliance with diamond-like sparkle</li>
<li class=""li2"">
<span class=""s1""></span><b>Rhodium plated</b> for enhanced shine and tarnish resistance</li>
<li class=""li2"">
<span class=""s1""></span>Long-chain design for a graceful, elongated bridal look</li>
<li class=""li2"">
<span class=""s1""></span>Ideal for <b>weddings, engagements, receptions, and festive occasions</b><b></b>
</li>
</ul>",OMNIASTORES LLC,Apparel & Accessories > Jewelry > Jewelry Sets,Long Chain,"Full Sets, Long Chain Set, New",false,Color,White,,Bracelet Size,16cm,,Ring size,Adjustable Ring,,999016649C1B16,0.0,shopify,12,deny,manual,890.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0654/6957/9451/files/2026-01-1413.38.04.jpg?v=1779724170,1,Omnia Alena Luxury White Bridal Long Chain Full Set in High Quality Zircon Stone Rhodium Plated - OMNIASTORES UAE,false,,,,adults,,white-1,,,platinum-plated,imitation-jewelry,,,adjustable-ring,,female,,,,,,kg,,0.00,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
